loan_id,customer_id,product_type,principal_amount,interest_rate,term_months,origination_date,origination_channel,status,borrower_info
L0003108,C000110,student,38735.50,10.2,120,2022-02-04,online,default,"{""credit_score"": 650, ""employment"": ""retired"", ""annual_income"": 102487, ""years_employed"": 20}"
L0004886,C003750,student,"140,199.04",4.83,240,2020-05-30,branch,active,"{""credit_score"": 772, ""employment"": ""retired"", ""annual_income"": 281856, ""years_employed"": 27}"
L0002562,C001927,Personal,20089.21,13.57,12,2024-07-09,partner,default,"{""credit_score"": 733, ""employment"": ""salaried"", ""annual_income"": 137783, ""years_employed"": 13}"
L0007560,C005557,personal,13461.93,9.41,48,2021-04-25,partner,active,"{""credit_score"": 692, ""employment"": ""unemployed"", ""annual_income"": 103034, ""years_employed"": 30}"
L0004163,C004303,PERSONAL,38380.19,14.68,60,2024-08-10,broker,charged_off,"{""credit_score"": 596, ""employment"": ""self-employed"", ""annual_income"": 211959, ""years_employed"": 27}"
L0000555,C002039,auto,74661.96,10.31,72,2020-07-11,partner,charged_off,"{""credit_score"": 620, ""employment"": ""retired"", ""annual_income"": 115939, ""years_employed"": 3}"
L0004566,C005832,PERSONAL,"5,003.72",14.72,36,15-May-2024,branch,active,"{""credit_score"": 734, ""employment"": ""salaried"", ""annual_income"": 20516, ""years_employed"": 6}"
L0008052,C000326,PERSONAL,32140.20,19.77,24,2023-06-03,broker,closed,"{""credit_score"": 738, ""employment"": ""salaried"", ""annual_income"": 205480, ""years_employed"": 5}"
L0005505,C001968,personal,42641.15,15.5,36,2023-03-05,partner,active,"{""credit_score"": 670, ""employment"": ""salaried"", ""annual_income"": 124351, ""years_employed"": 14}"
L0007801,C001980,mortgage,"136,693.32",3.78,360,2024-08-30,branch,active,"{""credit_score"": 591, ""employment"": ""retired"", ""annual_income"": 91472, ""years_employed"": 11}"
L0003323,C002461,Personal,13107.25,24.63,48,25-Jun-2023,broker,active,"{""credit_score"": 789, ""employment"": ""self-employed"", ""annual_income"": 145582, ""years_employed"": 18}"
L0007432,C002340,AUTO,66366,8.13,60,2020-02-16,online,closed,"{""credit_score"": 578, ""employment"": ""unemployed"", ""annual_income"": 197581, ""years_employed"": 18}"
L0001924,C003906,auto,74350,13.26,72,2023-10-04,branch,closed,"{""credit_score"": 553, ""employment"": ""retired"", ""annual_income"": 74675, ""years_employed"": 19}"
L0007544,C003076,auto,24969.19,8.27,84,2020-01-28,online,closed,"{""credit_score"": 681, ""employment"": ""retired"", ""annual_income"": 21617, ""years_employed"": 13}"
L0008175,C001445,personal,4330.66,23.38,12,2024-02-23,partner,default,"{""credit_score"": 636, ""employment"": ""self-employed"", ""annual_income"": 208681, ""years_employed"": 18}"
L0008372,C003497,Personal,2287.68,18.61,48,18-Mar-2023,broker,active,"{""credit_score"": 571, ""employment"": ""salaried"", ""annual_income"": 158047, ""years_employed"": 7}"
L0003655,C002330,Mortgage,"$875,244.11",3.79,360,12/11/2024,online,closed,"{""credit_score"": 710, ""employment"": ""salaried"", ""annual_income"": 245891, ""years_employed"": 17}"
L0008416,C001905,PERSONAL,"47,946.16",7.57,12,24-Dec-2023,branch,active,"{""credit_score"": 789, ""employment"": ""self-employed"", ""annual_income"": 113733, ""years_employed"": 1}"
L0001275,C004516,AUTO,"$56,469.33",12.15,84,10/17/2024,branch,active,"{""credit_score"": 551, ""employment"": ""retired"", ""annual_income"": 137614, ""years_employed"": 0}"
L0005797,C001576,Mortgage,"$153,930.03",3.78,240,07/19/2020,broker,active,"{""credit_score"": 673, ""employment"": ""salaried"", ""annual_income"": 65180, ""years_employed"": 7}"
L0005536,C002137,AUTO,"10,538.32",9.99,84,2020-02-14,online,active,"{""credit_score"": 573, ""employment"": ""unemployed"", ""annual_income"": 58053, ""years_employed"": 23}"
L0009301,C001127,Auto,"70,682.61",7.21,36,2020-08-11,online,charged_off,"{""credit_score"": 681, ""employment"": ""unemployed"", ""annual_income"": 158865, ""years_employed"": 12}"
L0006979,C004767,student,118452,10.95,180,2023-02-21,partner,active,"{""credit_score"": 726, ""employment"": ""retired"", ""annual_income"": 213117, ""years_employed"": 4}"
L0002211,C004793,Auto,"74,141.67",4.07,36,2021-09-29,partner,active,"{""credit_score"": 744, ""employment"": ""retired"", ""annual_income"": 81500, ""years_employed"": 9}"
L0001536,C004918,auto,"10,705.99",11.83,36,2024-03-24,branch,active,"{""credit_score"": 662, ""employment"": ""salaried"", ""annual_income"": 71761, ""years_employed"": 13}"
L0004022,C005201,PERSONAL,35545.06,12.13,12,2021-06-14,partner,active,"{""credit_score"": 706, ""employment"": ""retired"", ""annual_income"": 108553, ""years_employed"": 30}"
L0004739,C002111,mortgage,1018550.28,6.25,240,2024-05-18,online,active,"{""credit_score"": 624, ""employment"": ""salaried"", ""annual_income"": 177477, ""years_employed"": 15}"
L0009343,C002116,STUDENT,41654,5.21,240,2021-11-11,broker,active,"{""credit_score"": 559, ""employment"": ""salaried"", ""annual_income"": 274680, ""years_employed"": 28}"
L0000757,C003571,STUDENT,"$181,092.43",3.81,120,03/15/2022,broker,active,"{""credit_score"": 778, ""employment"": ""retired"", ""annual_income"": 72728, ""years_employed"": 12}"
L0000880,C004252,student,91234,8.15,60,2023-04-30,online,closed,"{""credit_score"": 610, ""employment"": ""unemployed"", ""annual_income"": 21389, ""years_employed"": 0}"
L0000274,C002127,AUTO,"$28,976.08",7.97,36,11/30/2020,broker,closed,"{""credit_score"": 821, ""employment"": ""salaried"", ""annual_income"": 289414, ""years_employed"": 6}"
L0007046,C001990,mortgage,"893,630.98",5.02,180,2023-06-18,broker,active,"{""credit_score"": 678, ""employment"": ""retired"", ""annual_income"": 255583, ""years_employed"": 16}"
L0004890,C002197,auto,6888.91,7.87,48,2022-09-23,partner,active,"{""credit_score"": 698, ""employment"": ""self-employed"", ""annual_income"": 288120, ""years_employed"": 19}"
L0002927,C004494,personal,"$23,122.04",12.86,60,19-May-2022,branch,active,"{""credit_score"": 583, ""employment"": ""unemployed"", ""annual_income"": 96015, ""years_employed"": 15}"
L0005225,C000432,student,157394.28,5.68,60,2022-10-15,partner,default,"{""credit_score"": 554, ""employment"": ""retired"", ""annual_income"": 47855, ""years_employed"": 18}"
L0009186,C005719,MORTGAGE,"386,668.92",5.71,240,16-Jul-2024,online,active,"{""credit_score"": 821, ""employment"": ""self-employed"", ""annual_income"": 235044, ""years_employed"": 26}"
L0004859,C003201,AUTO,"$76,336.05",14.52,48,09/10/2024,broker,closed,"{""credit_score"": 815, ""employment"": ""unemployed"", ""annual_income"": 22641, ""years_employed"": 8}"
L0001676,C002163,student,"37,036.99",6.95,120,2022-09-07,online,active,"{""credit_score"": 663, ""employment"": ""retired"", ""annual_income"": 290120, ""years_employed"": 14}"
L0007317,C004210,Auto,73082.77,6.59,36,2021-02-14,partner,active,"{""credit_score"": 640, ""employment"": ""retired"", ""annual_income"": 156564, ""years_employed"": 12}"
L0005833,C005487,STUDENT,136504,7.64,180,2020-12-18,online,default,"{""credit_score"": 668, ""employment"": ""retired"", ""annual_income"": 48766, ""years_employed"": 5}"
L0001414,C003794,AUTO,62122,12.63,84,2021-05-05,partner,charged_off,"{""credit_score"": 704, ""employment"": ""retired"", ""annual_income"": 108481, ""years_employed"": 9}"
L0006340,C000062,Student,1468,6.07,180,2024-01-26,online,default,"{""credit_score"": 785, ""employment"": ""retired"", ""annual_income"": 133092, ""years_employed"": 21}"
L0002921,C003958,auto,"51,215.38",14.17,48,2022-08-02,partner,active,"{""credit_score"": 738, ""employment"": ""self-employed"", ""annual_income"": 227853, ""years_employed"": 9}"
L0008848,C005135,Student,8964,5.1,240,2021-09-14,partner,default,"{""credit_score"": 730, ""employment"": ""salaried"", ""annual_income"": 162871, ""years_employed"": 18}"
L0008111,C002652,personal,"25,203.10",22.23,60,2021-05-20,branch,closed,"{""credit_score"": 819, ""employment"": ""salaried"", ""annual_income"": 131721, ""years_employed"": 28}"
L0003188,C003138,Student,72291.25,11.75,240,2021-11-17,branch,active,"{""credit_score"": 824, ""employment"": ""unemployed"", ""annual_income"": 125346, ""years_employed"": 28}"
L0007451,C002756,AUTO,"68,134.81",4.33,60,2020-12-29,branch,closed,"{""credit_score"": 716, ""employment"": ""self-employed"", ""annual_income"": 114811, ""years_employed"": 27}"
L0000281,C003248,STUDENT,"$80,724.23",4.52,180,04/24/2023,branch,closed,"{""credit_score"": 652, ""employment"": ""unemployed"", ""annual_income"": 84362, ""years_employed"": 7}"
L0009969,C005652,Student,"$52,503.37",10.59,240,05/20/2022,online,active,"{""credit_score"": 712, ""employment"": ""retired"", ""annual_income"": 258359, ""years_employed"": 15}"
L0003872,C004467,auto,"$51,950.19",5.71,60,09/15/2023,broker,charged_off,"{""credit_score"": 847, ""employment"": ""unemployed"", ""annual_income"": 254256, ""years_employed"": 4}"
L0007659,C001044,STUDENT,"$187,826.75",3.8,180,11/03/2021,partner,active,"{""credit_score"": 715, ""employment"": ""retired"", ""annual_income"": 72123, ""years_employed"": 22}"
L0000727,C005136,personal,39960,23.45,24,11-Sep-2020,online,closed,"{""credit_score"": 843, ""employment"": ""salaried"", ""annual_income"": 185175, ""years_employed"": 7}"
L0002612,C001324,mortgage,"$1,511,429.07",4.16,240,08/21/2021,partner,active,"{""credit_score"": 700, ""employment"": ""unemployed"", ""annual_income"": 156780, ""years_employed"": 15}"
L0000140,C001696,AUTO,11145.21,13.84,72,2022-03-25,branch,closed,"{""credit_score"": 745, ""employment"": ""retired"", ""annual_income"": 117823, ""years_employed"": 14}"
L0004728,C002522,MORTGAGE,966142.41,3.99,180,2022-07-31,branch,charged_off,"{""credit_score"": 588, ""employment"": ""salaried"", ""annual_income"": 271412, ""years_employed"": 11}"
L0004685,C005667,MORTGAGE,1525272.11,4.52,120,2020-06-01,broker,charged_off,"{""credit_score"": 702, ""employment"": ""self-employed"", ""annual_income"": 226783, ""years_employed"": 14}"
L0005222,C004040,Mortgage,705122.66,4.03,180,2025-03-15,branch,closed,"{""credit_score"": 671, ""employment"": ""unemployed"", ""annual_income"": 297033, ""years_employed"": 24}"
L0004218,C001142,auto,76100.96,5.97,84,2025-03-22,online,closed,"{""credit_score"": 793, ""employment"": ""retired"", ""annual_income"": 124330, ""years_employed"": 13,}"
L0004968,C000355,mortgage,358387.19,3.34,360,2025-02-05,broker,default,"{""credit_score"": 691, ""employment"": ""retired"", ""annual_income"": 273666, ""years_employed"": 21}"
L0003889,C005023,student,179113,11.37,240,2022-11-24,branch,closed,"{""credit_score"": 594, ""employment"": ""retired"", ""annual_income"": 105338, ""years_employed"": 3}"
L0007093,C005053,PERSONAL,15105,16.11,24,2020-03-01,broker,active,"{""credit_score"": 651, ""employment"": ""salaried"", ""annual_income"": 285743, ""years_employed"": 10}"
L0002678,C001474,STUDENT,37081.74,8.88,180,2021-04-13,branch,default,"{""credit_score"": 827, ""employment"": ""retired"", ""annual_income"": 172690, ""years_employed"": 9}"
L0008490,C003474,Auto,55703.49,11.32,84,2024-11-01,partner,closed,"{""credit_score"": 761, ""employment"": ""retired"", ""annual_income"": 55823, ""years_employed"": 26}"
L0002375,C003996,Auto,27022.63,7.85,36,2023-09-25,branch,closed,"{""credit_score"": 720, ""employment"": ""self-employed"", ""annual_income"": 47156, ""years_employed"": 3}"
L0008423,C003079,Personal,42275.18,12.61,48,2021-07-30,broker,active,"{""credit_score"": 695, ""employment"": ""salaried"", ""annual_income"": 53422, ""years_employed"": 22}"
L0005350,C005993,PERSONAL,34618,19.3,24,2021-04-10,broker,closed,"{""credit_score"": 762, ""employment"": ""salaried"", ""annual_income"": 55459, ""years_employed"": 30}"
L0004997,C000413,STUDENT,42945.45,8.93,240,2022-06-12,partner,active,"{""credit_score"": 607, ""employment"": ""salaried"", ""annual_income"": 65856, ""years_employed"": 3}"
L0000454,C004065,auto,40530,12.82,36,2023-02-18,online,active,"{""credit_score"": 814, ""employment"": ""retired"", ""annual_income"": 72907, ""years_employed"": 3}"
L0004235,C001603,STUDENT,70143.59,10.33,120,2022-03-08,broker,closed,"{""credit_score"": 768, ""employment"": ""retired"", ""annual_income"": 108776, ""years_employed"": 19}"
L0008285,C004815,Personal,9450.99,22.28,24,2023-05-27,broker,closed,"{""credit_score"": 643, ""employment"": ""salaried"", ""annual_income"": 122463, ""years_employed"": 24}"
L0005800,C001745,personal,24200,22.66,12,2021-05-28,online,active,"{""credit_score"": 799, ""employment"": ""unemployed"", ""annual_income"": 253240, ""years_employed"": 14}"
L0000768,C002098,Auto,16353.79,8.79,84,2021-07-13,branch,closed,"{""credit_score"": 703, ""employment"": ""self-employed"", ""annual_income"": 179194, ""years_employed"": 30}"
L0005145,C001013,Mortgage,534078.47,6.3,360,2022-01-03,online,active,"{""credit_score"": 591, ""employment"": ""unemployed"", ""annual_income"": 163066, ""years_employed"": 1}"
L0007960,C004690,STUDENT,"$68,390.00",4.33,180,05/06/2024,online,active,"{""credit_score"": 772, ""employment"": ""unemployed"", ""annual_income"": 206372, ""years_employed"": 3}"
L0002473,C003665,AUTO,40336,5.43,84,2020-06-14,branch,active,"{""credit_score"": 584, ""employment"": ""self-employed"", ""annual_income"": 129644, ""years_employed"": 14}"
L0001079,C003418,student,"$183,321.81",4.23,240,20-Feb-2020,online,closed,"{""credit_score"": 842, ""employment"": ""retired"", ""annual_income"": 260576, ""years_employed"": 28}"
L0008085,C004614,MORTGAGE,1350209.74,6.11,360,2020-10-12,branch,active,"{""credit_score"": 831, ""employment"": ""salaried"", ""annual_income"": 226035, ""years_employed"": 11}"
L0001588,C005193,AUTO,12515,8.7,48,2025-02-12,partner,active,"{""credit_score"": 558, ""employment"": ""self-employed"", ""annual_income"": 252678, ""years_employed"": 7}"
L0009462,C002500,Auto,57781.69,6.36,84,2024-11-10,broker,active,"{""credit_score"": 739, ""employment"": ""unemployed"", ""annual_income"": 132628, ""years_employed"": 13}"
L0002863,C000992,auto,10572,5.19,48,2023-05-10,broker,default,"{""credit_score"": 598, ""employment"": ""self-employed"", ""annual_income"": 63692, ""years_employed"": 3}"
L0008477,C005351,AUTO,57720.70,11.57,72,2022-12-09,online,active,"{""credit_score"": 803, ""employment"": ""salaried"", ""annual_income"": 262137, ""years_employed"": 7}"
L0005532,C000566,Auto,56133.41,7.6,36,2022-07-03,online,closed,"{""credit_score""= 628, ""employment"": ""unemployed"", ""annual_income"": 257704, ""years_employed"": 20}"
L0005343,C003133,mortgage,1570131.17,3.33,180,2020-07-31,branch,active,"{""credit_score"": 586, ""employment"": ""salaried"", ""annual_income"": 66809, ""years_employed"": 1}"
L0004035,C005936,Student,120209.53,5.99,180,2020-07-15,broker,closed,"{""credit_score"": 557, ""employment"": ""retired"", ""annual_income"": 276328, ""years_employed"": 12}"
L0005352,C005257,personal,17303.66,16.1,24,2024-04-08,online,default,"{""credit_score"": 620, ""employment"": ""salaried"", ""annual_income"": 211441, ""years_employed"": 23}"
L0002425,C004735,AUTO,77113,8.73,84,2025-04-03,partner,active,"{""credit_score"": 567, ""employment"": ""salaried"", ""annual_income"": 31241, ""years_employed"": 4}"
L0009513,C001970,personal,6898.64,18.53,48,2022-01-28,branch,closed,"{""credit_score"": 680, ""employment"": ""retired"", ""annual_income"": 38178, ""years_employed"": 21}"
L0000130,C003705,auto,65292,6.45,36,2024-08-27,broker,active,"{""credit_score"": 561, ""employment"": ""salaried"", ""annual_income"": 123678, ""years_employed"": 28}"
L0002401,C002217,PERSONAL,"27,514.67",11.11,48,2022-08-05,online,active,"{""credit_score"": 817, ""employment"": ""self-employed"", ""annual_income"": 227673, ""years_employed"": 6}"
L0008456,C005727,Auto,"26,445.74",8.98,84,2024-09-08,online,active,"{""credit_score"": 685, ""employment"": ""unemployed"", ""annual_income"": 282022, ""years_employed"": 2}"
L0006693,C002215,mortgage,"$1,783,207.41",7.58,180,09/27/2022,partner,default,"{""credit_score"": 567, ""employment"": ""retired"", ""annual_income"": 88917, ""years_employed"": 29}"
L0000636,C002406,Student,"62,555.89",3.33,60,2021-10-30,online,active,"{""credit_score"": 605, ""employment"": ""unemployed"", ""annual_income"": 86117, ""years_employed"": 4}"
L0002029,C004018,Auto,74325,14.08,84,2022-02-02,online,closed,"{""credit_score"": 723, ""employment"": ""retired"", ""annual_income"": 67749, ""years_employed"": 17}"
L0002330,C001943,AUTO,14215.25,6.72,84,2020-06-17,partner,active,"{""credit_score"": 709, ""employment"": ""retired"", ""annual_income"": 31522, ""years_employed"": 24}"
L0000682,C004100,MORTGAGE,429179,7.04,180,2021-01-24,partner,default,"{""credit_score"": 838, ""employment"": ""salaried"", ""annual_income"": 233814, ""years_employed"": 19}"
L0006554,C005935,Personal,29034.09,19.06,48,2023-01-06,branch,active,"{""credit_score"": 841, ""employment"": ""salaried"", ""annual_income"": 245424, ""years_employed"": 1}"
L0008015,C004501,auto,58090.05,8.32,48,2021-10-30,partner,active,"{""credit_score"": 756, ""employment"": ""salaried"", ""annual_income"": 262473, ""years_employed"": 8}"
L0009118,C004138,Auto,13645,10.06,36,2022-06-18,branch,active,"{""credit_score"": 804, ""employment"": ""retired"", ""annual_income"": 67539, ""years_employed"": 22,}"
L0006392,C005470,AUTO,"$58,260.69",5.82,72,28-Jul-2024,branch,active,"{""credit_score"": 759, ""employment"": ""self-employed"", ""annual_income"": 272718, ""years_employed"": 11}"
L0005921,C002281,student,"154,137.39",11.94,240,2025-05-29,partner,closed,"{""credit_score"": 723, ""employment"": ""unemployed"", ""annual_income"": 253329, ""years_employed"": 26}"
L0008899,C003499,auto,29616,6.81,60,2024-11-01,online,charged_off,"{""credit_score"": 641, ""employment"": ""salaried"", ""annual_income"": 179516, ""years_employed"": 17}"
L0003581,C003046,STUDENT,"39,431.09",6.69,180,2023-09-26,partner,active,"{""credit_score"": 626, ""employment"": ""self-employed"", ""annual_income"": 264502, ""years_employed"": 11}"
L0006711,C004452,auto,"75,902.68",6.73,72,09-Nov-2021,branch,active,"{""credit_score"": 715, ""employment"": ""retired"", ""annual_income"": 110964, ""years_employed"": 26}"
L0006372,C000791,personal,40897.06,11.24,60,2020-04-27,broker,charged_off,"{""credit_score"": 651, ""employment"": ""self-employed"", ""annual_income"": 72702, ""years_employed"": 13}"
L0008575,C000023,STUDENT,29842,8.29,180,2020-09-14,broker,closed,"{""credit_score"": 797, ""employment"": ""retired"", ""annual_income"": 41569, ""years_employed"": 1}"
L0009947,C004492,personal,15631.79,20.42,60,2024-03-16,online,active,"{""credit_score"": 630, ""employment"": ""salaried"", ""annual_income"": 100553, ""years_employed"": 4}"
L0001408,C005113,Personal,"$15,755.17",9.66,36,10/02/2022,broker,active,"{""credit_score"": 653, ""employment"": ""retired"", ""annual_income"": 74116, ""years_employed"": 15}"
L0004867,C005879,PERSONAL,43292,23.01,48,2020-11-10,partner,active,"{""credit_score"": 588, ""employment"": ""self-employed"", ""annual_income"": 72197, ""years_employed"": 29}"
L0007362,C005236,MORTGAGE,1961318.50,3.32,180,2020-08-21,broker,closed,"{""credit_score"": 801, ""employment"": ""salaried"", ""annual_income"": 232265, ""years_employed"": 12}"
L0006603,C002791,Personal,40512.17,8.24,12,2020-04-18,partner,active,"{""credit_score"": 785, ""employment"": ""salaried"", ""annual_income"": 152422, ""years_employed"": 13}"
L0001243,C001578,Mortgage,1272259,3.23,180,2025-04-24,branch,closed,"{""credit_score"": 742, ""employment"": ""salaried"", ""annual_income"": 232273, ""years_employed"": 15}"
L0007585,C000741,Auto,19019,4.73,48,2022-07-07,broker,active,"{""credit_score"": 585, ""employment"": ""salaried"", ""annual_income"": 288186, ""years_employed"": 22}"
L0000077,C004075,personal,47316.41,7.88,48,2021-12-23,broker,active,"{""credit_score"": 605, ""employment"": ""unemployed"", ""annual_income"": 90220, ""years_employed"": 28}"
L0004479,C001246,student,75763.13,6.34,180,2021-05-22,partner,active,"{""credit_score"": 615, ""employment"": ""unemployed"", ""annual_income"": 194630, ""years_employed"": 2}"
L0001423,C001012,auto,5813,10.05,48,2020-10-13,partner,active,"{""credit_score"": 694, ""employment"": ""unemployed"", ""annual_income"": 145413, ""years_employed"": 30}"
L0004926,C004748,student,"46,783.75",6.98,60,2022-10-30,branch,default,"{""credit_score"": 692, ""employment"": ""self-employed"", ""annual_income"": 124982, ""years_employed"": 11}"
L0008078,C004199,Mortgage,1599393.18,5.95,120,2020-03-28,branch,active,"{""credit_score"": 758, ""employment"": ""unemployed"", ""annual_income"": 208123, ""years_employed"": 9}"
L0000149,C000466,STUDENT,99977.19,3.32,120,2021-08-28,broker,active,"{""credit_score"": 823, ""employment"": ""unemployed"", ""annual_income"": 207955, ""years_employed"": 16}"
L0004292,C003612,mortgage,"$983,773.96",5.75,120,05/28/2021,branch,active,"{""credit_score"": 588, ""employment"": ""retired"", ""annual_income"": 77331, ""years_employed"": 24}"
L0006918,C005441,auto,62623.10,13.56,48,2025-01-22,branch,charged_off,"{""credit_score"": 809, ""employment"": ""retired"", ""annual_income"": 260020, ""years_employed"": 9}"
L0008592,C003321,mortgage,1665675.70,6.7,360,06-Dec-2021,partner,default,"{""credit_score"": 617, ""employment"": ""retired"", ""annual_income"": 272833, ""years_employed"": 17}"
L0003219,C002354,auto,58611.89,11.05,60,2023-02-27,branch,active,"{""credit_score"": 554, ""employment"": ""self-employed"", ""annual_income"": 129271, ""years_employed"": 22}"
L0005588,C005295,Student,15517.21,9.45,240,2020-03-12,partner,active,"{""credit_score"": 850, ""employment"": ""unemployed"", ""annual_income"": 231496, ""years_employed"": 2}"
L0005080,C004020,PERSONAL,32739,9.05,12,2020-04-24,partner,active,"{""credit_score"": 685, ""employment"": ""salaried"", ""annual_income"": 81090, ""years_employed"": 19}"
L0008811,C000019,Personal,"41,245.53",17.33,60,2024-10-19,branch,active,"{""credit_score"": 598, ""employment"": ""unemployed"", ""annual_income"": 178134, ""years_employed"": 0}"
L0000732,C004679,STUDENT,13281.18,7.26,60,2020-02-22,branch,active,"{""credit_score"": 744, ""employment"": ""salaried"", ""annual_income"": 177053, ""years_employed"": 19}"
L0006459,C002971,student,138140.90,3.74,240,2020-04-16,partner,active,"{""credit_score"": 647, ""employment"": ""self-employed"", ""annual_income"": 52983, ""years_employed"": 24}"
L0004558,C000477,MORTGAGE,"$1,058,806.58",4.86,240,10/12/2023,online,closed,"{""credit_score"": 556, ""employment"": ""unemployed"", ""annual_income"": 101133, ""years_employed"": 1}"
L0009657,C001674,Mortgage,953750.50,4.87,120,2022-05-05,broker,active,"{""credit_score"": 562, ""employment"": ""retired"", ""annual_income"": 220307, ""years_employed"": 4}"
L0006674,C003034,Personal,33193.64,21.73,36,2022-05-17,branch,active,"{""credit_score"": 577, ""employment"": ""salaried"", ""annual_income"": 40960, ""years_employed"": 24}"
L0002775,C002273,personal,34812.87,17.17,48,2022-11-19,online,active,"{""credit_score"": 691, ""employment"": ""retired"", ""annual_income"": 179287, ""years_employed"": 10}"
L0000098,C000129,PERSONAL,28030.53,7.31,24,2021-08-10,online,active,"{""credit_score"": 818, ""employment"": ""self-employed"", ""annual_income"": 146337, ""years_employed"": 6}"
L0002525,C001015,student,167459.91,9.96,240,2022-10-01,branch,active,"{""credit_score"": 602, ""employment"": ""retired"", ""annual_income"": 48737, ""years_employed"": 29}"
L0005317,C001813,student,103476,7.86,60,2025-03-17,partner,active,"{""credit_score"": 758, ""employment"": ""unemployed"", ""annual_income"": 190278, ""years_employed"": 10}"
L0004284,C005264,personal,15653.94,8.95,36,2022-07-26,online,active,"{""credit_score"": 610, ""employment"": ""retired"", ""annual_income"": 208770, ""years_employed"": 7}"
L0000093,C005129,STUDENT,134597.16,5.7,120,2024-05-28,partner,active,"{""credit_score"": 665, ""employment"": ""retired"", ""annual_income"": 95681, ""years_employed"": 25}"
L0002358,C000636,Mortgage,681305.17,7.41,120,2025-05-01,broker,active,"{""credit_score"": 671, ""employment"": ""unemployed"", ""annual_income"": 170831, ""years_employed"": 18}"
L0009612,C004648,Student,"$83,205.04",8.49,180,07/17/2020,broker,active,"{""credit_score"": 578, ""employment"": ""retired"", ""annual_income"": 270993, ""years_employed"": 17}"
L0002356,C003437,personal,"23,594.51",13.04,48,2021-12-04,online,active,"{""credit_score"": 721, ""employment"": ""retired"", ""annual_income"": 91589, ""years_employed"": 26}"
L0006128,C004425,student,103028.08,9.6,120,23-Feb-2025,online,closed,"{""credit_score"": 787, ""employment"": ""unemployed"", ""annual_income"": 37325, ""years_employed"": 0}"
L0000700,C004367,MORTGAGE,1832210,7.73,180,2020-12-09,broker,closed,"{""credit_score"": 602, ""employment"": ""self-employed"", ""annual_income"": 284493, ""years_employed"": 3}"
L0005106,C004157,PERSONAL,"13,588.60",22.77,48,2021-05-12,partner,active,"{""credit_score"": 768, ""employment"": ""retired"", ""annual_income"": 52435, ""years_employed"": 24}"
L0005745,C003415,personal,29172.27,23.37,60,2024-01-04,broker,active,"{""credit_score"": 809, ""employment"": ""retired"", ""annual_income"": 104852, ""years_employed"": 21}"
L0005936,C002314,MORTGAGE,"597,565.84",4.61,360,2024-01-29,branch,active,"{""credit_score"": 732, ""employment"": ""retired"", ""annual_income"": 235934, ""years_employed"": 11}"
L0006851,C000517,MORTGAGE,"712,522.35",4.05,240,2020-08-13,broker,active,"{""credit_score"": 818, ""employment"": ""unemployed"", ""annual_income"": 137148, ""years_employed"": 20}"
L0006261,C002863,Auto,"73,825.97",5.75,72,2020-07-16,partner,closed,"{""credit_score"": 790, ""employment"": ""retired"", ""annual_income"": 62574, ""years_employed"": 23}"
L0001636,C002996,personal,"48,823.89",9.08,60,2021-01-17,partner,closed,"{""credit_score"": 732, ""employment"": ""retired"", ""annual_income"": 215187, ""years_employed"": 4}"
L0009107,C005474,Personal,20415.64,18.46,60,2023-01-23,broker,active,"{""credit_score"": 725, ""employment"": ""self-employed"", ""annual_income"": 175028, ""years_employed"": 1}"
L0005561,C005024,Mortgage,"1,769,186.48",4.03,180,2023-10-02,broker,active,"{""credit_score"": 698, ""employment"": ""salaried"", ""annual_income"": 57259, ""years_employed"": 28}"
L0000291,C005396,AUTO,"77,284.02",7.45,72,2024-10-26,broker,active,"{""credit_score"": 753, ""employment"": ""self-employed"", ""annual_income"": 143753, ""years_employed"": 3}"
L0001256,C005955,mortgage,"545,766.35",3.5,360,2021-06-01,online,active,"{""credit_score"": 829, ""employment"": ""retired"", ""annual_income"": 172122, ""years_employed"": 25}"
L0002272,C002539,STUDENT,152489,10.79,180,2024-09-06,broker,default,"{""credit_score"": 837, ""employment"": ""unemployed"", ""annual_income"": 73332, ""years_employed"": 15}"
L0006713,C000559,PERSONAL,4426.86,18.3,24,2022-01-28,broker,active,"{""credit_score"": 823, ""employment"": ""self-employed"", ""annual_income"": 283287, ""years_employed"": 7}"
L0003509,C004757,Personal,5270.82,9.34,24,2022-11-04,online,active,"{""credit_score"": 789, ""employment"": ""self-employed"", ""annual_income"": 191477, ""years_employed"": 25}"
L0002181,C001367,STUDENT,"129,986.30",10.13,180,2021-02-27,broker,closed,"{""credit_score"": 797, ""employment"": ""unemployed"", ""annual_income"": 190025, ""years_employed"": 6}"
L0007910,C003668,mortgage,1030999.79,7.88,180,16-Jul-2021,partner,charged_off,"{""credit_score"": 562, ""employment"": ""retired"", ""annual_income"": 200299, ""years_employed"": 6}"
L0006599,C003300,Mortgage,1916648.10,6.16,120,2020-09-06,partner,default,"{""credit_score"": 751, ""employment"": ""unemployed"", ""annual_income"": 232397, ""years_employed"": 20}"
L0006448,C004757,Auto,"$71,490.05",7.86,84,05/08/2025,online,active,"{""credit_score"": 567, ""employment"": ""self-employed"", ""annual_income"": 190457, ""years_employed"": 7}"
L0001516,C002766,Mortgage,"962,897.81",4.7,180,2025-02-04,branch,closed,"{""credit_score"": 641, ""employment"": ""unemployed"", ""annual_income"": 46740, ""years_employed"": 26}"
